f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,class
92.43703209007266,8.391242698772283,20.36814030629116,151.44525788082694,0,9.928740566287582,5.29252297640562,8.042179813744138,79,0,0,1,0,0,145,18.807876114762117,0,2.571258770413507,185.56363229277076,0,272.48134837485384,71,1,0,0,0,0,0,0,5.367774441778151,0,QqQqQ
78.04944147950317,6.7448203467299805,0.6946002355490943,270.1677399421025,0,6.0093757860437815,7.78054361069664,12.215677002389489,67,0,0,0,0,0,137,37.205176643412315,0,9.986440703623883,118.891075149731,0,272.80401861506425,114,0,1,0,0,0,1,3,6.433890340028459,0,QqQqQ
29.8351269775646,6.16464623042618,8.03320390023114,291.76422822114114,0,8.141149037049292,5.01330385168889,19.966670359022707,66,0,0,1,0,0,117,17.572895650191803,1,0.7835157448298014,73.18497220146364,0,294.505028402855,75,1,0,1,0,0,1,1,3.192164279390383,1,MmMmM
67.47526375365655,4.872167754920651,19.60405565925975,166.68130520904631,0,9.947440462613503,3.769174561905708,17.819125274066515,70,0,0,0,0,1,129,22.784157007536002,1,7.40167290070713,53.509336828207914,0,295.35372779358545,77,0,0,2,1,0,0,0,6.633075040283733,0,QqQqQ
85.49093666753777,8.810729380102739,14.105907247055107,227.2994680840813,1,8.744281024870336,3.985612823500009,2.6536664118255193,85,0,1,0,0,0,97,36.221033471912186,0,0.3121609268889025,91.43542995437082,0,344.72008094652006,60,0,0,1,0,0,1,0,2.40458512208533,0,MmMmM
31.22483996704006,5.539085587449215,16.640193723583465,195.47270850052575,0,7.605223631326135,4.773199920139789,3.4784091884533486,60,0,1,1,1,1,157,31.56868858617654,0,6.538657627903354,58.260787004523074,0,239.80932308289493,98,0,0,2,0,0,0,0,8.8568335672575,1,QqQqQ
90.88366664863948,6.046635135585661,1.4816615287452695,159.70466944056957,0,0.546761558062342,4.005685759630396,13.44208168540459,88,0,0,0,1,0,164,33.78068523580437,0,3.3584302819978804,178.2034261667855,0,256.5490397746838,110,0,0,1,0,0,1,0,4.269645241994068,0,MmMmM
44.48162727316763,8.833340547414064,15.74564922258117,187.23489648664022,1,2.406760775956145,3.831908857933252,12.644183618611036,62,1,0,0,1,0,143,24.852705199101358,0,4.799272518021191,175.59477544271917,0,155.1506361999629,74,0,0,3,0,0,0,1,4.553545357453736,1,MmMmM
34.694205304319716,4.938170630340368,19.64558452840872,216.81675133681006,0,7.253777074877607,3.613763602608011,9.866852151391326,79,0,0,0,0,0,158,33.63310068080848,0,5.746548735774875,55.82071509552271,0,72.34908844986222,96,0,0,1,0,0,0,1,8.336580009513547,1,QqQqQ
32.945962195170836,7.255962626159428,10.041839587118828,247.31296094644796,0,9.551734157316785,3.690074973361086,8.92323812756332,78,0,0,0,0,0,143,33.68453287657587,0,3.215689764875116,134.77608293825458,0,181.1453178497133,62,0,0,2,0,1,0,1,2.8702229329436246,1,QqQqQ
39.2061980551762,5.532066340099291,10.155358818610411,249.23492434056686,0,8.890769869517632,3.7599192817712748,6.07243923385691,68,0,0,0,0,1,98,30.99980980953103,0,5.094438729235272,139.33507573668945,0,379.4827626481613,98,0,0,3,0,1,0,0,8.165084570764785,1,QqQqQ
35.59406656457185,9.741159407092935,14.421212105828445,274.4064553312813,0,2.856805755191525,2.9155731051790914,2.218579778507974,66,0,0,0,0,0,93,37.56853045247124,0,2.193043795271575,54.4599241490053,0,338.58112875367084,64,0,0,1,0,0,0,0,9.750510860070055,0,MmMmM
73.76422215811978,9.999201295719935,6.245616650798013,228.60355048462208,0,5.296203388634902,4.581855185382406,13.392876209372188,82,0,0,0,0,0,147,19.525593276054863,0,4.874718416820421,184.10898956131481,0,331.4296740370788,100,0,0,1,0,0,0,0,6.758409185822163,0,QqQqQ
88.3268383648198,6.715982191312737,17.96343514247208,277.12095794377956,0,0.2758867545038235,1.2251824258166388,19.688744302145626,68,0,0,1,0,0,102,26.804163783794337,0,0.0004595935958040531,120.09170631493522,1,213.98922469064797,63,0,1,1,0,0,0,0,7.69909381443262,1,MmMmM
25.567222253831765,8.473919092103424,13.430165928299747,283.93061736963017,1,1.439628888308907,0.9305580959447057,17.88591914169506,71,0,0,0,0,1,118,15.648055357542315,0,5.082369495508024,178.02511693646335,0,64.65858177317232,115,1,0,1,0,0,0,1,4.944311503010534,0,MmMmM
52.677854416676766,5.720984795484445,14.201644862770051,240.1482735887456,0,8.052004386050056,0.307673696903642,17.94765303767396,69,0,0,0,0,1,145,16.480198981011053,1,8.873655655097439,102.4563827981049,0,214.04648298991845,106,0,0,0,0,0,0,3,8.951569609585077,1,QqQqQ
73.35605096471771,8.204619338232337,25.834574220705505,264.4327044808505,1,2.5971083097022007,9.338357918987649,15.809404159618325,87,0,0,0,0,1,127,33.476970506688936,1,2.5586364415885363,168.52815421537633,0,196.3387894967753,114,0,0,2,0,0,1,1,9.648614359042611,0,MmMmM
54.49802654912634,8.232079223157985,14.551215764764887,252.92330723113767,0,5.5456690316644375,1.2300840683913516,13.658963678566096,72,0,0,0,0,0,145,37.75222567854867,1,6.872970627357818,175.57747609265624,0,337.8955641647924,92,0,0,1,1,1,0,3,3.591935440789836,1,QqQqQ
34.51402845949514,8.55407083958628,29.926298769548872,285.2338162571798,0,6.773003915906633,8.194583994364073,4.994094573092179,80,0,1,0,0,1,127,28.1691347365741,0,1.1883080636672627,141.52970003336765,1,199.54125651945986,113,0,0,0,0,0,0,0,4.427581351816205,0,QqQqQ
74.89827007415597,4.137892977802525,10.71551237426292,159.826376753723,0,3.800949790530086,8.117289817498778,16.469852356364957,77,0,0,0,0,0,114,28.53741032053623,1,2.7530932632843177,103.35075138954065,0,121.64361942130172,70,0,0,0,0,1,1,0,3.703020988222079,0,MmMmM
65.93196328765899,9.527302729458018,10.63998610280641,192.21216551068827,0,5.216411248235317,8.030965821537063,14.428811284937307,66,0,1,0,0,0,136,22.311784165629994,0,3.6486741620451157,176.61503092452915,1,204.0153910359108,106,0,0,2,0,1,0,0,1.4349144378627643,1,QqQqQ
40.104992302922426,4.580380897011411,21.707730124521422,264.34053160219133,0,7.9291592664632615,0.785802295964233,14.245280021113347,90,0,0,1,0,0,105,33.4059841532612,0,8.009213959816243,67.54495747566763,1,136.53730369630077,74,0,0,3,0,0,0,0,2.1698918575707307,1,QqQqQ
74.27411857180473,7.621481249678437,14.813436390717152,190.33052863713846,0,1.0155255340502034,9.673810276806048,3.292011146648617,68,1,0,1,0,0,164,36.49638842262803,1,8.964177537349366,178.39626813828414,0,61.98441601759174,79,0,0,3,0,0,0,0,7.788818508320887,0,QqQqQ
31.304028649464115,6.551533268894777,20.140644705606523,278.6160765262001,0,0.4170187001255299,8.153139133631672,18.604389208647422,82,0,0,0,0,0,100,25.836892879517414,0,5.4303860457836475,96.27144048223474,0,347.4920641120968,116,0,1,1,0,0,0,0,9.274916850220185,0,QqQqQ
36.00305578917265,4.074438546518098,0.6192263257900443,290.8384211017682,0,7.826448807499044,2.3085665528289026,15.317051174888686,80,0,1,1,0,1,156,26.316130552428866,0,7.5880868257937495,130.47145370578363,1,201.82872122930453,112,0,0,3,0,0,0,0,9.088062766580776,1,QqQqQ
80.4497000851915,9.986317716443294,11.422661689360531,283.73295030102895,0,9.97266301542073,0.8254913522043184,16.92051616305591,64,0,1,0,0,0,98,26.523592445466893,0,1.9578832885776887,61.721276133800906,0,322.35758211253943,115,1,0,2,0,0,0,0,9.613602951082607,0,QqQqQ
26.593936770750854,8.561218519437563,6.085876673210288,251.1000885713345,0,9.525700995231858,3.6901368097859146,5.351024434646208,83,0,0,0,0,0,121,29.85840694404552,0,2.759434922371713,147.79325816617558,0,356.4992286041496,117,0,0,1,0,0,1,0,6.080361921242039,1,MmMmM
86.2559496461119,5.208673801001327,11.23537065932257,261.1368448166798,0,3.2315433875568536,1.3535218317106013,10.45477362783194,90,0,0,0,0,1,90,28.191096972555492,0,8.104205667002496,159.71136792820081,0,381.82028050446985,86,0,1,1,0,0,0,1,4.2315190884380485,1,MmMmM
78.93904963434606,9.383941130243764,17.734284342634876,200.52181604562915,0,7.9712954359534836,0.09483767035836532,6.996832780913476,86,0,0,0,1,0,94,28.02060416033194,0,3.102666876159328,135.97289084653278,0,333.8576828157077,113,0,0,1,0,0,0,3,4.208178634649436,0,QqQqQ
48.56728145861443,4.231687993691498,3.34297191261948,209.3767315787548,0,7.367210785234079,8.731341356619165,13.22010953947846,63,0,0,0,0,0,173,22.049001658563462,0,2.005683318851789,150.98496422042172,1,195.4775041081196,95,0,0,2,0,0,1,2,5.426497156416725,1,MmMmM
84.20189768171282,5.966401635501415,3.424275509505792,211.27702042046647,1,4.539494312889184,3.4414524263732638,0.8479413202476049,83,0,0,0,0,0,144,27.58637207522561,0,2.4590250995328833,144.3386970965331,0,324.9163442236195,93,0,0,2,1,1,0,0,2.8252298264607845,1,MmMmM
84.69553149315941,6.062905324632155,8.278596220252636,183.91254947189762,0,9.476401694011459,3.8770916374770303,6.146672725613018,72,1,0,0,0,0,161,23.871788178740935,0,2.6268458659900906,90.14086463623732,1,113.78428325525692,90,0,0,2,0,0,0,1,0.6396683648582724,0,QqQqQ
55.61316807093473,7.988009990116874,1.9019403812754032,283.1111052037762,0,1.8555839845330069,4.855611502778581,2.9530006794556285,64,0,0,0,0,0,177,27.904365091154986,0,6.837883532730425,67.83394550236552,0,391.53483997877015,90,0,0,1,0,0,0,1,0.35206603916260626,1,QqQqQ
62.413509072306965,5.5475089730406,18.692766282304497,296.9488934113678,0,3.683929040773278,8.492193835174904,10.317780060811646,88,0,0,0,0,0,130,33.56305654257149,0,9.223685102134617,136.9503265533011,0,321.7455396504387,80,0,0,1,0,0,1,1,6.381683269475275,1,MmMmM
62.822561961642094,7.561233253235286,7.134966768353525,268.4730655520528,0,3.00079410278701,9.985068848406968,4.3818603618922065,89,0,0,0,0,0,119,28.443777018713156,0,1.5764384432815548,129.4209524303987,0,206.30795182188947,98,0,1,1,1,0,0,1,4.2870746769741785,1,MmMmM
73.83117753782223,5.397002484038709,6.953998018273281,227.79304106484597,0,1.2858981363362998,0.1194808506526035,9.658511215534668,75,0,0,0,0,0,127,23.60156305317375,1,6.038325146830308,184.2024288202227,0,282.79956587920606,92,0,0,1,0,0,1,0,0.3025355153575182,1,MmMmM
65.22954576470813,8.371713973029534,26.141022681618484,190.06774369977393,0,1.805842108586947,4.810866398985436,9.78678432557457,71,1,0,0,0,0,163,18.492491155609486,0,4.75675679315996,189.1854276692725,0,278.7432293052789,94,0,0,1,0,0,0,0,3.4258558219707345,1,QqQqQ
74.85628434139129,8.303338438275645,12.927302273539606,196.0798369349882,0,0.8750528152733839,9.861258410369754,18.69025509202584,84,0,0,0,0,0,97,27.763743984775303,1,2.8620646435920727,134.95658755798507,0,148.4174204611427,118,0,0,2,1,0,1,0,2.688521431818063,1,MmMmM
39.8281702578149,5.949473786438393,22.640682162744085,206.9018329521557,0,3.3014219909244935,8.112291312103183,14.06004678648779,68,0,1,0,0,0,126,24.48758892994578,0,5.815445153144524,52.763095686922455,0,244.35216507761916,90,1,0,1,0,0,0,0,9.864425829021474,1,QqQqQ
30.962447679769916,8.900769320649765,24.581973467402804,223.4967590459344,0,4.859682448994632,9.27779433364166,3.3750238784968656,90,1,1,0,0,0,169,21.28859319810039,0,7.278260691417512,139.73371687165326,1,192.6599426804045,76,0,1,2,0,0,1,2,2.6130996947954053,1,QqQqQ
96.79349199855398,6.1461660534426965,21.042237662412255,234.27491663823463,0,4.013722217637229,1.9159134356576246,16.32903099130341,82,0,0,1,0,0,90,15.9082749697791,0,3.6624611553752184,76.27097869231658,0,174.7188608474149,112,1,1,2,1,0,0,3,6.607292456262542,1,MmMmM
84.54294235972765,5.528364622579245,15.963228332147896,269.627456242328,0,9.478815756859488,8.78431344514947,18.718532606599066,77,1,1,0,0,0,132,39.12851172442893,1,7.847366039688599,112.51039898110763,0,93.34970587144895,110,0,0,2,0,0,0,3,9.314870360883678,1,QqQqQ
74.68265779071879,8.066368178025488,4.456185718610732,257.1495471221082,1,3.6102761605942346,0.954071962934343,3.321739143860447,71,0,0,0,0,0,156,32.57251646697094,0,7.183131705379264,198.6193851262339,0,182.01240081247448,75,0,0,1,0,0,0,2,1.1619638862213233,0,QqQqQ
46.35991844633991,4.213679567453642,28.752449459850407,184.86401010043954,1,7.581490071955348,7.639779986006326,19.677901441761303,76,0,0,0,0,0,96,39.30991087288686,0,0.2757192223697402,116.80517257518599,1,157.23038109812984,100,0,0,1,0,0,1,0,3.416674088988655,1,QqQqQ
44.85808576635058,9.76886371800798,22.150173723144746,280.4536487281832,0,0.3728544871031414,5.5259530867951865,0.8330350275633758,70,0,1,0,0,0,92,29.858891389167145,0,0.7820696310942687,90.68346023492381,0,253.5271596412912,107,0,0,2,0,1,0,1,9.142572858805973,0,MmMmM
73.76658159716754,7.040055328491915,25.382349553015878,203.410902367891,0,5.6018102527396625,4.01212556522886,5.436570317962268,71,0,0,1,0,0,125,22.619512766357353,0,4.980645022434577,124.16814747429979,1,208.43094002989332,116,0,0,2,0,0,0,0,1.4422160136430984,1,QqQqQ
27.25537588633145,8.46734849714418,3.205386999689045,294.92629297377596,0,9.196298609566876,0.826220365173983,14.227585374289626,87,1,1,0,0,0,130,30.69497508311098,0,8.19529226179721,146.76905878627588,0,359.75103765963934,102,1,0,2,0,0,0,3,9.800542465618056,1,QqQqQ
31.21367351747172,7.092990848047392,18.966873826877578,158.87312059575405,1,4.699102185828725,5.369292726187504,16.683677784208932,74,1,0,0,0,0,144,26.428679208073596,0,5.492027299630012,104.60667930854311,0,286.23533725307794,118,0,1,1,0,0,0,3,9.672833773212687,0,QqQqQ
95.61128457485735,9.078878634682363,23.164826117782436,181.58687073355105,0,4.6457483682061005,8.072807243562046,19.483501107147237,71,0,0,0,0,1,122,19.038815249938732,0,7.020471825586507,63.487722770057815,0,389.1376312936425,112,0,0,2,0,0,0,1,0.9745420865547894,0,MmMmM
63.09836546478421,6.090990203171707,27.8871545666946,253.67469939027944,0,7.7659872405819055,2.9734937101473102,5.321073376350139,67,0,0,0,0,1,92,34.88956627733201,0,7.928002417691062,119.9146377394273,0,353.5294650624297,104,1,0,2,0,0,0,0,7.479021814700254,1,QqQqQ
84.38299595537866,6.271847716755871,21.22028786338326,151.21627041454443,0,8.294921676258022,5.487732366479664,4.8705640861737525,63,0,0,0,0,0,162,25.70069818876989,0,8.54885015526583,186.08464866158988,0,82.73965781144793,107,1,1,0,0,1,0,0,8.561660581875254,1,QqQqQ
63.68484268485497,8.395433148519658,26.087863105028067,178.10536891485384,0,4.678015639970987,3.835697959826417,16.573517262715953,90,0,0,0,0,0,100,32.717031626728925,0,1.2658273507998186,138.96124724516903,1,378.21714804850194,116,0,0,1,1,0,0,0,7.504739741699511,1,QqQqQ
50.23117688106211,5.196521038997499,9.19842310648889,251.0274714708215,0,9.184213702086353,2.519586929288696,14.347898339739132,64,0,1,0,0,0,106,27.16284609940701,1,7.361331359879758,167.37928307232426,0,171.5392181453887,75,0,0,2,0,0,1,0,6.073423271250684,0,QqQqQ
23.43516555500292,8.114124784480644,11.755502689416563,201.35421294589827,0,7.618158264409223,5.141054569985368,11.070171321401537,67,0,0,0,0,0,133,22.978765833980802,0,9.00888677812372,192.99203287469425,0,355.755976852918,96,1,0,2,0,0,0,0,7.687968843557444,1,QqQqQ
38.122416904289686,6.145349958322296,7.837277224097187,188.6212521200722,0,2.4421130843733865,2.948416555565907,13.711095159361404,88,0,0,0,0,0,95,22.721826997949105,1,1.7114243844052868,192.82446480088512,0,281.34634374201846,87,0,0,0,0,0,1,3,0.7885581203029002,0,MmMmM
77.90387307707519,9.800456733624781,20.214376098093297,266.7828152332651,0,3.5416288330459853,3.754985345846751,9.855489373267503,81,0,1,0,0,0,137,15.10871500081569,0,6.624023626308258,124.32856357429081,0,196.94093618231233,71,1,0,1,0,0,0,0,1.9921914899336979,1,QqQqQ
65.30227644438398,6.055813588848742,22.987887989385623,168.97659556142844,0,0.5276860237993009,8.594595563423313,0.9580907927661264,71,0,0,0,0,0,164,21.9143924672818,0,8.839665712230854,66.26338326127474,0,159.6334475338228,77,0,0,2,0,0,0,0,7.641307921794725,1,QqQqQ
70.4543307135279,9.38249302529594,24.20557573242864,195.94341922089143,0,4.110831569813538,1.0069766537658764,16.322112077202103,88,1,0,0,0,1,112,16.514566734854224,0,4.661765419479304,159.2484574258704,1,227.63500296147316,97,1,0,1,0,0,0,0,4.70746710762756,1,QqQqQ
66.34977059816578,5.970889347472665,29.43358544840514,225.55939340377057,0,5.248982718413318,4.099069626303075,10.094162314107791,78,0,0,0,0,0,149,23.15713741823646,0,4.120742721267661,196.70776194030103,0,294.16206598627855,76,0,0,1,0,0,0,3,3.895201606378682,1,QqQqQ
77.77086350733633,7.965444592825177,8.183706172857171,243.92354283413084,1,8.036658859048744,0.22169456145884503,7.010803076294874,89,0,1,0,0,0,163,34.8538147279089,0,3.955961917279085,55.57897392657859,1,194.03247278318332,81,0,0,0,0,0,1,0,0.15347444232013063,0,MmMmM
60.72750352876569,8.89028049282581,12.76520923913263,288.55624733231326,0,0.2119534894129338,6.293358538460085,19.45714612340072,83,0,0,0,0,0,97,29.89175265787035,0,3.229809820812638,181.21181428798428,0,312.84851977863036,61,0,0,0,0,1,0,0,1.7813292806462189,1,MmMmM
48.23296747994454,5.40147540248275,22.65884916861422,162.43970661444325,0,6.94343205064342,3.7227860690826287,18.454895623919924,60,0,0,0,0,0,147,24.97428624623763,0,8.039719776027024,62.464566722621534,0,107.56034346423573,111,0,0,2,1,0,0,0,3.7952117966990038,1,QqQqQ
44.223526616067936,5.847680946961083,2.4311570204432567,225.52360074939367,0,7.575328943875466,6.224811709111132,6.864896281212893,76,1,0,1,0,0,177,34.623723191723585,1,1.67348441663418,173.56279030109613,0,258.7756723039867,97,0,1,1,0,0,0,0,2.3010466903936564,1,QqQqQ
43.20210778360107,9.400618597127103,11.719457051091718,157.26108714570242,0,5.637145604199859,2.9049789477362378,6.1872929959764384,88,0,0,0,0,1,104,21.975751533561453,0,4.659545789590084,112.65382549390236,0,136.0447908330929,103,0,0,2,1,1,0,0,8.067845033991407,1,MmMmM
62.60630399146882,9.162086050044001,16.158150970029077,203.93913216532138,0,2.1141165758056877,1.032838031467157,14.65896610965057,85,0,0,0,0,0,155,33.29276535206675,0,7.71837329401981,177.13103011539255,0,272.1183940586152,87,0,1,1,0,0,0,2,5.735418453327697,0,QqQqQ
97.33082512886445,8.054286018600276,10.720276714736945,275.8457391246298,0,6.499084351981635,5.371700899275066,6.36917872049626,60,0,0,0,0,0,160,30.017337150619387,0,9.973696988972861,110.26774024216024,0,311.73800146077093,93,1,0,0,0,0,0,0,4.475316472463043,1,QqQqQ
70.45611883649028,5.009484294214631,5.50783200387616,279.6537551405323,0,1.8220838547621743,4.382984750285274,0.7224703481258854,60,0,0,0,1,0,129,33.1124956532412,0,2.8766708105698404,173.13763632395597,1,337.47884468907966,107,0,0,0,0,0,0,0,1.612894746741087,0,MmMmM
52.895686405399985,9.736569156781895,6.064562357028919,268.92344332118483,0,1.9800251524549062,8.269198501132543,9.705141862659863,83,0,0,0,0,0,118,16.55252871972151,0,8.096497172558921,149.66081811137974,0,80.35472685031178,116,1,0,3,0,0,0,2,7.1195781858522125,0,QqQqQ
99.76895477633977,7.682909988495406,15.20651974704618,281.02681992430763,1,8.126068316033583,0.28550962956833237,3.6819929057498557,70,1,0,0,0,1,92,39.63715262864945,0,5.825126056150248,169.72617619895976,0,343.56734217585154,70,0,0,1,1,0,0,0,5.19867613761583,0,QqQqQ
80.56483394481955,6.864590764118251,16.663273233674666,187.68680360976668,0,1.947732516966878,3.434712218248599,13.83570224460589,70,1,0,0,0,0,99,35.41867033645954,1,4.958081298624196,161.55097289078054,0,377.09880952975846,102,0,0,1,0,1,0,0,3.8767153452979928,1,MmMmM
25.08097054136754,8.384601758309202,13.91464044383601,289.11700590485935,0,7.95965331252532,2.6877289829436313,6.684209270022374,75,0,0,0,0,0,124,21.574301393517494,0,2.890268849334957,177.91054518440922,1,387.25918687786077,61,0,0,1,0,0,1,3,6.3357183183779275,0,MmMmM
60.94312315018498,8.863252738273506,10.965728849438367,278.35916670533584,0,5.730220652794644,3.0246306345759812,19.63251740642762,71,0,0,0,0,0,130,37.05114444699741,0,9.713520837277493,180.08906834411812,1,56.73012751750227,94,1,0,2,0,0,0,0,7.271644439542941,0,QqQqQ
79.96920950997878,8.193919243956906,27.646536707741657,158.85166065427694,0,5.171574287470877,1.2994388924516342,10.299023309938331,88,0,1,0,0,1,141,31.98930423714245,0,8.920055551998942,72.35327226847562,0,93.30592663223183,75,0,0,0,0,0,0,0,0.19765529921098146,1,QqQqQ
60.56723801982741,6.279817322373436,27.353680845072713,273.7059254675671,0,7.4747654201769,8.38278544844905,13.22458957240599,64,0,0,0,0,0,108,29.811658619283072,0,9.624123138111996,110.60641455528682,1,290.6907429198836,62,0,0,2,1,0,0,0,1.560659707437435,0,QqQqQ
77.46754430888521,5.980217209872899,1.408127831978574,191.5080096922423,0,0.8980223000328591,4.776335485676962,16.50768400600212,82,0,0,0,0,0,156,36.563428334557656,0,1.2237833114819463,178.84219549915235,0,168.19733572842802,100,0,1,2,0,0,0,1,3.7470081036281897,1,MmMmM
78.84216015725939,5.314996764804624,6.061105467435343,193.52892886460518,0,8.045859436750382,0.8359445390799392,13.304053227716071,63,0,0,0,0,1,176,21.615799680101308,1,5.572770025889363,127.33582741705393,0,198.00944038134028,85,0,0,2,0,0,0,3,0.013055683764013892,0,QqQqQ
46.61218304363174,7.976352588369464,6.333894355714965,167.81618579187221,0,4.008385326440212,9.495844194108189,7.640756818619437,76,0,0,0,0,1,155,22.43511669564493,0,1.40478589455724,168.6719950253962,0,274.3757908136106,93,0,0,0,0,0,0,3,5.787581574977284,0,MmMmM
